Code,Class,NMO,DIT,Smell
"class ElectronicDevice {
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Tablet extends ElectronicDevice {
    @Override
    void reset() {
        System.out.println(""Powering on tablet"");
    }
}

class AndroidTablet extends Tablet {
    @Override
    void reset() {
        System.out.println(""Powering on Android tablet"");
    }
}

class GamingTablet extends AndroidTablet {
    @Override
    void reset() {
        System.out.println(""Resetting gaming tablet"");
    }
}",AndroidTablet,1,3,1
"class ElectronicDevice {
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Tablet extends ElectronicDevice {
    @Override
    void reset() {
        System.out.println(""Powering on tablet"");
    }
}

class AndroidTablet extends Tablet {
    @Override
    void reset() {
        System.out.println(""Powering on Android tablet"");
    }
}

class GamingTablet extends AndroidTablet {
    @Override
    void reset() {
        System.out.println(""Resetting gaming tablet"");
    }
}",GamingTablet,1,4,1
"class Writer {
    void write() {
        System.out.println(""Writing"");
    }
    void edit() {
        System.out.println(""Editing"");
    }
    void publish() {
        System.out.println(""Publishing"");
    }
}

class Author extends Writer {
    @Override
    void write() {
        System.out.println(""Author writing"");
    }
    @Override
    void edit() {
        System.out.println(""Author editing"");
    }
}

class Novelist extends Author {
    @Override
    void write() {
        System.out.println(""Novelist writing"");
    }
    @Override
    void publish() {
        System.out.println(""Novelist publishing"");
    }
    @Override
    void edit() {
        System.out.println(""Novelist editing"");
    }
}",Writer,0,1,0
"class Writer {
    void write() {
        System.out.println(""Writing"");
    }
    void edit() {
        System.out.println(""Editing"");
    }
    void publish() {
        System.out.println(""Publishing"");
    }
}

class Author extends Writer {
    @Override
    void write() {
        System.out.println(""Author writing"");
    }
    @Override
    void edit() {
        System.out.println(""Author editing"");
    }
}

class Novelist extends Author {
    @Override
    void write() {
        System.out.println(""Novelist writing"");
    }
    @Override
    void publish() {
        System.out.println(""Novelist publishing"");
    }
    @Override
    void edit() {
        System.out.println(""Novelist editing"");
    }
}",Author,2,2,1
"class Writer {
    void write() {
        System.out.println(""Writing"");
    }
    void edit() {
        System.out.println(""Editing"");
    }
    void publish() {
        System.out.println(""Publishing"");
    }
}

class Author extends Writer {
    @Override
    void write() {
        System.out.println(""Author writing"");
    }
    @Override
    void edit() {
        System.out.println(""Author editing"");
    }
}

class Novelist extends Author {
    @Override
    void write() {
        System.out.println(""Novelist writing"");
    }
    @Override
    void publish() {
        System.out.println(""Novelist publishing"");
    }
    @Override
    void edit() {
        System.out.println(""Novelist editing"");
    }
}",Novelist,3,3,1
"class Writer {
    void write() {
        System.out.println(""Writing"");
    }
    void edit() {
        System.out.println(""Editing"");
    }
    void published() {
        System.out.println(""Publishing"");
    }
}

class Author extends Writer {
    @Override
    void write() {
        System.out.println(""Author writing"");
    }
    @Override
    void edit() {
        System.out.println(""Author editing"");
    }
    void published() {
        System.out.println(""Publishing"");
    }
}

class Novelist extends Author {
    @Override
    void write() {
        System.out.println(""Novelist writing"");
    }
    @Override
    void published() {
        System.out.println(""Novelist publishing"");
    }
}",Writer,0,1,0
"class Writer {
    void write() {
        System.out.println(""Writing"");
    }
    void edit() {
        System.out.println(""Editing"");
    }
    void published() {
        System.out.println(""Publishing"");
    }
}

class Author extends Writer {
    @Override
    void write() {
        System.out.println(""Author writing"");
    }
    @Override
    void edit() {
        System.out.println(""Author editing"");
    }
    void published() {
        System.out.println(""Publishing"");
    }
}

class Novelist extends Author {
    @Override
    void write() {
        System.out.println(""Novelist writing"");
    }
    @Override
    void published() {
        System.out.println(""Novelist publishing"");
    }
}",Author,3,2,1
"class Writer {
    void write() {
        System.out.println(""Writing"");
    }
    void edit() {
        System.out.println(""Editing"");
    }
    void published() {
        System.out.println(""Publishing"");
    }
}

class Author extends Writer {
    @Override
    void write() {
        System.out.println(""Author writing"");
    }
    @Override
    void edit() {
        System.out.println(""Author editing"");
    }
    void published() {
        System.out.println(""Publishing"");
    }
}

class Novelist extends Author {
    @Override
    void write() {
        System.out.println(""Novelist writing"");
    }
    @Override
    void published() {
        System.out.println(""Novelist publishing"");
    }
}",Novelist,2,3,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
    void serve() {
        System.out.println(""Serving food"");
    }
}

class Meal extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking meal"");
    }
    @Override
    void eat() {
        System.out.println(""Eating meal"");
    }
}

class Dinner extends Meal {
    @Override
    void serve() {
        System.out.println(""Serving dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing dinner"");
    }
}

class GourmetDinner extends Dinner {
    @Override
    void cook() {
        System.out.println(""Cooking gourmet dinner"");
    }
    @Override
    void serve() {
        System.out.println(""Serving gourmet dinner"");
    }
    @Override
    void eat() {
        System.out.println(""Eating gourmet dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing gourmet dinner"");
    }
}",Food,0,1,0
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
    void serve() {
        System.out.println(""Serving food"");
    }
}

class Meal extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking meal"");
    }
    @Override
    void eat() {
        System.out.println(""Eating meal"");
    }
}

class Dinner extends Meal {
    @Override
    void serve() {
        System.out.println(""Serving dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing dinner"");
    }
}

class GourmetDinner extends Dinner {
    @Override
    void cook() {
        System.out.println(""Cooking gourmet dinner"");
    }
    @Override
    void serve() {
        System.out.println(""Serving gourmet dinner"");
    }
    @Override
    void eat() {
        System.out.println(""Eating gourmet dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing gourmet dinner"");
    }
}",Meal,2,2,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
    void serve() {
        System.out.println(""Serving food"");
    }
}

class Meal extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking meal"");
    }
    @Override
    void eat() {
        System.out.println(""Eating meal"");
    }
}

class Dinner extends Meal {
    @Override
    void serve() {
        System.out.println(""Serving dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing dinner"");
    }
}

class GourmetDinner extends Dinner {
    @Override
    void cook() {
        System.out.println(""Cooking gourmet dinner"");
    }
    @Override
    void serve() {
        System.out.println(""Serving gourmet dinner"");
    }
    @Override
    void eat() {
        System.out.println(""Eating gourmet dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing gourmet dinner"");
    }
}",Dinner,2,3,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
    void serve() {
        System.out.println(""Serving food"");
    }
}

class Meal extends Food {
    @Override
    void cook() {
        System.out.println(""Cooking meal"");
    }
    @Override
    void eat() {
        System.out.println(""Eating meal"");
    }
}

class Dinner extends Meal {
    @Override
    void serve() {
        System.out.println(""Serving dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing dinner"");
    }
}

class GourmetDinner extends Dinner {
    @Override
    void cook() {
        System.out.println(""Cooking gourmet dinner"");
    }
    @Override
    void serve() {
        System.out.println(""Serving gourmet dinner"");
    }
    @Override
    void eat() {
        System.out.println(""Eating gourmet dinner"");
    }
    @Override
    void store() {
        System.out.println(""Storing gourmet dinner"");
    }
}",GourmetDInner,4,4,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}",Food,0,1,0
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}",Meal,3,2,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}",Dinner,3,3,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
    void store() {
        System.out.println(""Storing food"");
    }
}",GourmetDInner,3,4,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}",Food,0,1,0
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}",Meal,2,2,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}",Dinner,2,3,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
    void eat() {
        System.out.println(""Eating food"");
    }
}",GourmetDInner,2,4,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
}",Food,0,1,0
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
}",Meal,1,2,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
}",Dinner,1,3,1
"class Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Meal extends Food {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class Dinner extends Meal {
    void cook() {
        System.out.println(""Cooking food"");
    }
}

class GourmetDinner extends Dinner {
    void cook() {
        System.out.println(""Cooking food"");
    }
}",GourmetDInner,1,4,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class ActionFigure extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking action figure"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing action figure"");
    }
}",Toy,0,1,0
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class ActionFigure extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking action figure"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing action figure"");
    }
}
",ActionFigure,3,2,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class ActionFigure extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking action figure"");
    }
}",Toy,0,1,0
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class ActionFigure extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking action figure"");
    }
}",ActionFigure,2,2,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
}

class ActionFigure extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
}",Toy,0,1,0
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
}

class ActionFigure extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with action figure"");
    }
}",ActionFigure,1,2,1
"class Beverage {
    void pour() {
        System.out.println(""Pouring beverage"");
    }
    void drink() {
        System.out.println(""Drinking beverage"");
    }
    void refill() {
        System.out.println(""Refilling beverage"");
    }
}

class Coffee extends Beverage {
    @Override
    void pour() {
        System.out.println(""Pouring coffee"");
    }
    @Override
    void drink() {
        System.out.println(""Drinking coffee"");
    }
}

class Espresso extends Coffee {
    @Override
    void pour() {
        System.out.println(""Pouring espresso"");
    }
    @Override
    void refill() {
        System.out.println(""Refilling espresso"");
    }
}

class DoubleEspresso extends Espresso {
    @Override
    void pour() {
        System.out.println(""Pouring double espresso"");
    }
    @Override
    void drink() {
        System.out.println(""Drinking double espresso"");
    }
    @Override
    void refill() {
        System.out.println(""Refilling double espresso"");
    }
}",Expresso,2,3,1
"class Beverage {
    void pour() {
        System.out.println(""Pouring beverage"");
    }
    void drink() {
        System.out.println(""Drinking beverage"");
    }
    void refill() {
        System.out.println(""Refilling beverage"");
    }
}

class Coffee extends Beverage {
    @Override
    void pour() {
        System.out.println(""Pouring coffee"");
    }
    @Override
    void drink() {
        System.out.println(""Drinking coffee"");
    }
}

class Espresso extends Coffee {
    @Override
    void pour() {
        System.out.println(""Pouring espresso"");
    }
    @Override
    void refill() {
        System.out.println(""Refilling espresso"");
    }
}

class DoubleEspresso extends Espresso {
    @Override
    void pour() {
        System.out.println(""Pouring double espresso"");
    }
    @Override
    void drink() {
        System.out.println(""Drinking double espresso"");
    }
    @Override
    void refill() {
        System.out.println(""Refilling double espresso"");
    }
}",DoubleEspresso,3,4,1
"class Beverage {
    void pour() {
        System.out.println(""Pouring beverage"");
    }
    void drink() {
        System.out.println(""Drinking beverage"");
    }
    void refill() {
        System.out.println(""Refilling beverage"");
    }
}

class Coffee extends Beverage {
    @Override
    void pour() {
        System.out.println(""Pouring coffee"");
    }
}

class Espresso extends Coffee {
    @Override
    void pour() {
        System.out.println(""Pouring espresso"");
    }
}

class DoubleEspresso extends Espresso {
    @Override
    void pour() {
        System.out.println(""Pouring double espresso"");
    }
    @Override
    void refill() {
        System.out.println(""Refilling double espresso"");
    }
}
",Expresso,1,3,1
"class Beverage {
    void pour() {
        System.out.println(""Pouring beverage"");
    }
    void drink() {
        System.out.println(""Drinking beverage"");
    }
    void refill() {
        System.out.println(""Refilling beverage"");
    }
}

class Coffee extends Beverage {
    @Override
    void pour() {
        System.out.println(""Pouring coffee"");
    }
}

class Espresso extends Coffee {
    @Override
    void pour() {
        System.out.println(""Pouring espresso"");
    }
}

class DoubleEspresso extends Espresso {
    @Override
    void pour() {
        System.out.println(""Pouring double espresso"");
    }
    @Override
    void refill() {
        System.out.println(""Refilling double espresso"");
    }
}
",DoubleEspresso,2,4,1
"class Appliance {
    void turnOn() {
        System.out.println(""Turning on appliance"");
    }
    void turnOff() {
        System.out.println(""Turning off appliance"");
    }
}

class Refrigerator extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Turning on refrigerator"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off refrigerator"");
    }
}",Appliance,0,1,0
"class Appliance {
    void turnOn() {
        System.out.println(""Turning on appliance"");
    }
    void turnOff() {
        System.out.println(""Turning off appliance"");
    }
}

class Refrigerator extends Appliance {
    @Override
    void turnOn() {
        System.out.println(""Turning on refrigerator"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off refrigerator"");
    }
}",Refrigerator,2,2,1
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
    void brake() {
        System.out.println(""SportsCar braking"");
    }
    void drift() {
        System.out.println(""SportsCar drifting"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
    @Override
    void drift() {
        System.out.println(""LuxuryConvertible drifting"");
    }
    @Override
    void brake() {
        System.out.println(""Convertible braking"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
    @Override
    void drift() {
        System.out.println(""LuxuryConvertible drifting"");
    }
    @Override
    void brake() {
        System.out.println(""LuxuryConvertible braking"");
    }
}
",SportsCar,0,1,0
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
    void brake() {
        System.out.println(""SportsCar braking"");
    }
    void drift() {
        System.out.println(""SportsCar drifting"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
    @Override
    void drift() {
        System.out.println(""LuxuryConvertible drifting"");
    }
    @Override
    void brake() {
        System.out.println(""Convertible braking"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
    @Override
    void drift() {
        System.out.println(""LuxuryConvertible drifting"");
    }
    @Override
    void brake() {
        System.out.println(""LuxuryConvertible braking"");
    }
}
",Convertible,3,2,1
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
    void brake() {
        System.out.println(""SportsCar braking"");
    }
    void drift() {
        System.out.println(""SportsCar drifting"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
    @Override
    void drift() {
        System.out.println(""LuxuryConvertible drifting"");
    }
    @Override
    void brake() {
        System.out.println(""Convertible braking"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
    @Override
    void drift() {
        System.out.println(""LuxuryConvertible drifting"");
    }
    @Override
    void brake() {
        System.out.println(""LuxuryConvertible braking"");
    }
}
",LuxuryConvertible,3,3,1
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
    void brake() {
        System.out.println(""SportsCar braking"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
    @Override
    void brake() {
        System.out.println(""Convertible braking"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
    @Override
    void brake() {
        System.out.println(""LuxuryConvertible braking"");
    }
}
",SportsCar,0,1,0
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
    void brake() {
        System.out.println(""SportsCar braking"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
    @Override
    void brake() {
        System.out.println(""Convertible braking"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
    @Override
    void brake() {
        System.out.println(""LuxuryConvertible braking"");
    }
}
",Convertible,2,2,1
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
    void brake() {
        System.out.println(""SportsCar braking"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
    @Override
    void brake() {
        System.out.println(""Convertible braking"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
    @Override
    void brake() {
        System.out.println(""LuxuryConvertible braking"");
    }
}
",LuxuryConvertible,2,3,1
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
}",SportsCar,0,1,0
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
}",Convertible,1,2,1
"class SportsCar {
    void accelerate() {
        System.out.println(""SportsCar accelerating"");
    }
}

class Convertible extends SportsCar {
    @Override
    void accelerate() {
        System.out.println(""Convertible accelerating"");
    }
}

class LuxuryConvertible extends Convertible {
    @Override
    void accelerate() {
        System.out.println(""LuxuryConvertible accelerating"");
    }
}",LuxuryConvertible,1,3,1
"class CommunicationDevice {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class MobilePhone extends CommunicationDevice {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class Smartphone extends MobilePhone {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class Smartwatch extends Smartphone {
    @Override
    void call() {
        System.out.println(""Calling from smartwatch"");
    }
    @Override
    void message() {
        System.out.println(""Messaging from smartwatch"");
    }
    @Override
    void browse() {
        System.out.println(""Browsing internet on smartwatch"");
    }
    @Override
    void videoCall() {
        System.out.println(""Video calling on smartwatch"");
    }
}
",CommunicationDevice,0,1,0
"class CommunicationDevice {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class MobilePhone extends CommunicationDevice {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class Smartphone extends MobilePhone {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class Smartwatch extends Smartphone {
    @Override
    void call() {
        System.out.println(""Calling from smartwatch"");
    }
    @Override
    void message() {
        System.out.println(""Messaging from smartwatch"");
    }
    @Override
    void browse() {
        System.out.println(""Browsing internet on smartwatch"");
    }
    @Override
    void videoCall() {
        System.out.println(""Video calling on smartwatch"");
    }
}
",MobilePhone,4,2,1
"class CommunicationDevice {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class MobilePhone extends CommunicationDevice {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class Smartphone extends MobilePhone {
    void call() {
        System.out.println(""Calling"");
    }
    void message() {
        System.out.println(""Messaging"");
    }
    void browse() {
        System.out.println(""Browsing internet"");
    }
    void videoCall() {
        System.out.println(""Video calling"");
    }
}

class Smartwatch extends Smartphone {
    @Override
    void call() {
        System.out.println(""Calling from smartwatch"");
    }
    @Override
    void message() {
        System.out.println(""Messaging from smartwatch"");
    }
    @Override
    void browse() {
        System.out.println(""Browsing internet on smartwatch"");
    }
    @Override
    void videoCall() {
        System.out.println(""Video calling on smartwatch"");
    }
}
",Smartphone,4,3,1
